epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.1493191972732544,1.875998445892334,33.09,85.15,1e-05,34,97.96904349327087,97.96904110908508,2176748544.0,34,8691.583984375,1025474.8125
1,2.095810713005066,1.7782756311416625,37.6,87.27,1.9e-05,34,193.5321478843689,95.14652109146118,4333443072.0,68,8691.2041015625,1025397.0
2,2.065647822380066,1.709347699356079,40.15,88.43,2.8000000000000003e-05,34,289.06161975860596,95.104172706604,6490137600.0,102,8690.5390625,1025274.0625
3,2.0383143842697145,1.6601772994995116,41.86,89.94,3.7e-05,34,384.68052339553833,95.17447590827942,8646832128.0,136,8689.849609375,1025143.9375
4,2.0170150691986084,1.5993659410476684,45.21,91.62,4.6e-05,34,479.8663377761841,94.7556676864624,10803526656.0,170,8688.95703125,1024974.5
5,1.9974373611450196,1.561100365638733,46.32,90.89,5.5e-05,34,575.1917836666107,94.83076882362366,12960221184.0,204,8688.0224609375,1024796.875
6,1.968971921157837,1.5356896673202514,48.64,92.47,6.4e-05,34,670.7094759941101,95.08078598976135,15116915712.0,238,8687.041015625,1024600.3125
7,1.9567600593566894,1.473322066116333,49.45,92.8,7.3e-05,34,775.0640645027161,95.71905708312988,17273610240.0,272,8686.0947265625,1024405.3125
8,1.9358129789352416,1.4398581434249877,50.53,93.38,8.2e-05,34,870.813013792038,95.32707405090332,19430304768.0,306,8685.033203125,1024191.0625
9,1.9282655403137208,1.3732263898849488,54.21,93.9,9.1e-05,34,966.3779721260071,95.07678198814392,21586999296.0,340,8684.033203125,1023978.1875
10,1.9309654462814332,1.3388268892288209,54.56,94.17,9.97534852915723e-05,34,1061.916496515274,95.09433364868164,23743693824.0,374,8682.916015625,1023739.375
