epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,2.10220557756913,1.8702313844680787,33.05,83.8,1e-05
1,1.9726010288947669,1.7049361682891846,39.54,87.92,2.8000000000000003e-05
2,1.9194240875733204,1.623085375404358,42.3,89.62,4.6e-05
3,1.875748955592131,1.552470591545105,45.83,91.06,6.4e-05
4,1.8421014003264597,1.4938548566818237,47.22,91.67,8.2e-05
5,1.7908942681092483,1.4312054754257202,50.38,92.77,5e-05
6,1.761100015273461,1.4136735710144044,50.81,93.04,3.4549150281252636e-05
7,1.7380132195277092,1.3798222198486327,52.32,93.51,2.061073738537635e-05
8,1.7240422285520114,1.37115571975708,52.75,93.37,9.549150281252633e-06
9,1.7182652849417466,1.3621033973693848,53.03,93.66,2.4471741852423237e-06
