epoch,train_loss,eval_loss,eval_top1,eval_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
0,2.199313639831543,2.0183939361572265,27.02,81.42,1e-05,2,28.633585691452026,28.633582830429077,146918400.0,2,537.8653564453125,65002.98828125
1,2.1245973739624024,1.8894562963485717,31.71,84.22,1.9e-05,2,50.604161977767944,21.9249849319458,273782784.0,4,538.06640625,65015.18359375
2,2.088689969444275,1.8249124011993407,36.26,86.77,2.8000000000000003e-05,2,72.51789569854736,21.87538242340088,400647168.0,6,538.2338256835938,65027.19921875
3,2.0666838291168212,1.7731934343338012,38.26,87.99,3.7e-05,2,94.40900015830994,21.853394031524658,527511552.0,8,538.4054565429688,65040.48828125
4,2.048847497177124,1.71661173286438,38.83,88.51,4.6e-05,2,116.3127658367157,21.86384677886963,654375936.0,10,538.6068725585938,65056.0
5,2.026690824699402,1.6780778047561646,41.39,89.8,5.5e-05,2,138.23742151260376,21.88297724723816,781240320.0,12,538.8275756835938,65075.5703125
6,2.0119148010253904,1.6318226045608522,43.16,90.32,6.4e-05,2,160.2502088546753,21.973308563232422,908104704.0,14,539.0659790039062,65096.4296875
7,1.9978223302841187,1.593489309310913,44.83,91.51,7.3e-05,2,182.23637342453003,21.943028450012207,1034969088.0,16,539.275634765625,65117.171875
8,1.9910932056427002,1.5784629230499267,45.51,91.31,8.2e-05,2,204.2216260433197,21.939736366271973,1161833472.0,18,539.47314453125,65137.05859375
9,1.986294433403015,1.5418060430526734,47.92,92.33,9.1e-05,2,226.19604897499084,21.936843872070312,1288697856.0,20,539.656005859375,65155.890625
10,1.9710670766830445,1.534789409828186,48.53,92.51,9.97534852915723e-05,2,248.1871371269226,21.953726530075073,1415562240.0,22,539.884033203125,65180.88671875
11,1.9686661392211915,1.5017837820053102,48.72,92.03,9.970177445201784e-05,2,270.17202043533325,21.944146156311035,1542426624.0,24,540.0924072265625,65204.08984375
12,1.9402756788253783,1.4963650035858154,49.49,92.97,9.964516155915151e-05,2,292.20388746261597,21.995488166809082,1669291008.0,26,540.3236083984375,65230.48828125
13,1.9241640867233276,1.4428177631378174,52.32,93.48,9.958365282121497e-05,2,314.1605107784271,21.92249894142151,1796155392.0,28,540.5711669921875,65258.50390625
14,1.922338409423828,1.4277268747329712,52.68,93.57,9.951725498333448e-05,2,336.0879499912262,21.89312219619751,1923019776.0,30,540.7669067382812,65280.14453125
15,1.9107775987625122,1.3993527778625487,52.93,93.27,9.94459753267812e-05,2,358.15861797332764,22.014461994171143,2049884160.0,32,540.9554443359375,65301.8671875
16,1.9104785842895509,1.3780293212890624,53.11,93.61,9.936982166817273e-05,2,380.1435136795044,21.944883346557617,2176748544.0,34,541.1349487304688,65322.23046875
17,1.9003631011962892,1.3629494106292726,54.82,94.09,9.928880235861588e-05,2,402.1031391620636,21.92495059967041,2303612928.0,36,541.2855224609375,65341.1171875
18,1.884585905456543,1.3577348680496215,55.92,94.75,9.9202926282791e-05,2,424.0618703365326,21.92460036277771,2430477312.0,38,541.4314575195312,65358.86328125
19,1.869780891227722,1.3066242694854737,56.88,94.55,9.911220285797748e-05,2,446.0280673503876,21.925974369049072,2557341696.0,40,541.618408203125,65381.84375
20,1.8715212432861328,1.3095548677444457,56.38,94.58,9.901664203302126e-05,2,468.01694679260254,21.948351621627808,2684206080.0,42,541.77880859375,65401.1796875
21,1.8584627992630005,1.2973172727584839,57.67,95.08,9.891625428724365e-05,2,490.0106918811798,21.957747220993042,2811070464.0,44,541.9105224609375,65415.8671875
22,1.851156001472473,1.2693270763397217,58.86,95.35,9.881105062929222e-05,2,512.0102372169495,21.965482473373413,2937934848.0,46,542.0752563476562,65435.65234375
23,1.849903184890747,1.2782823553085327,58.48,95.03,9.870104259593363e-05,2,534.0136458873749,21.969560623168945,3064799232.0,48,542.17626953125,65448.55078125
24,1.8507447984695435,1.2732206356048583,58.25,94.9,9.858624225078841e-05,2,555.9977917671204,21.948021411895752,3191663616.0,50,542.31787109375,65464.171875
