Training with a single process on 1 device (cuda:0).
WARNING: No pretrained configuration specified for MONet_T_12 model. Using a default. Please add a config to the model pretrained_cfg registry or pass explicitly.
Model MONet_T_12 created, param count:13157026
Data processing configuration for current model + dataset:
	input_size: (3, 32, 32)
	interpolation: bicubic
	mean: (0.485, 0.456, 0.406)
	std: (0.229, 0.224, 0.225)
	crop_pct: 0.875
	crop_mode: center
AMP not enabled. Training in float32.
/home/sharipov/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:558: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
Scheduled epochs: 300. LR stepped per epoch.
Train: 0 [   0/20000 (  0%)]  Loss: 2.30 (2.30)  Time: 7.980s,    0.25/s  (7.980s,    0.25/s)  LR: 1.000e-05  Data: 1.471 (1.471)
Train: 0 [  50/20000 (  0%)]  Loss: 2.32 (2.30)  Time: 0.046s,   43.18/s  (0.202s,    9.89/s)  LR: 1.000e-05  Data: 0.002 (0.031)
Train: 0 [ 100/20000 (  1%)]  Loss: 2.31 (2.30)  Time: 0.046s,   43.24/s  (0.125s,   16.00/s)  LR: 1.000e-05  Data: 0.002 (0.017)
Train: 0 [ 150/20000 (  1%)]  Loss: 2.14 (2.29)  Time: 0.046s,   43.31/s  (0.099s,   20.21/s)  LR: 1.000e-05  Data: 0.002 (0.012)
Train: 0 [ 200/20000 (  1%)]  Loss: 2.29 (2.29)  Time: 0.046s,   43.28/s  (0.086s,   23.29/s)  LR: 1.000e-05  Data: 0.002 (0.010)
Train: 0 [ 250/20000 (  1%)]  Loss: 2.29 (2.28)  Time: 0.046s,   43.19/s  (0.078s,   25.65/s)  LR: 1.000e-05  Data: 0.002 (0.008)
Train: 0 [ 300/20000 (  2%)]  Loss: 2.21 (2.28)  Time: 0.051s,   39.32/s  (0.073s,   27.51/s)  LR: 1.000e-05  Data: 0.002 (0.007)
Train: 0 [ 350/20000 (  2%)]  Loss: 2.29 (2.28)  Time: 0.046s,   43.29/s  (0.069s,   28.99/s)  LR: 1.000e-05  Data: 0.002 (0.006)
Train: 0 [ 400/20000 (  2%)]  Loss: 2.31 (2.27)  Time: 0.046s,   43.22/s  (0.066s,   30.22/s)  LR: 1.000e-05  Data: 0.002 (0.006)
Train: 0 [ 450/20000 (  2%)]  Loss: 2.27 (2.26)  Time: 0.046s,   43.27/s  (0.064s,   31.26/s)  LR: 1.000e-05  Data: 0.002 (0.005)
Train: 0 [ 500/20000 (  3%)]  Loss: 2.18 (2.26)  Time: 0.047s,   42.90/s  (0.062s,   32.14/s)  LR: 1.000e-05  Data: 0.002 (0.005)
Train: 0 [ 550/20000 (  3%)]  Loss: 2.31 (2.25)  Time: 0.047s,   42.24/s  (0.061s,   32.90/s)  LR: 1.000e-05  Data: 0.002 (0.005)
Train: 0 [ 600/20000 (  3%)]  Loss: 1.58 (2.25)  Time: 0.046s,   43.02/s  (0.060s,   33.56/s)  LR: 1.000e-05  Data: 0.002 (0.005)
Train: 0 [ 650/20000 (  3%)]  Loss: 2.91 (2.24)  Time: 0.047s,   42.48/s  (0.059s,   34.06/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 700/20000 (  4%)]  Loss: 2.06 (2.24)  Time: 0.046s,   43.40/s  (0.058s,   34.58/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 750/20000 (  4%)]  Loss: 1.92 (2.24)  Time: 0.046s,   43.25/s  (0.057s,   35.05/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 800/20000 (  4%)]  Loss: 2.51 (2.23)  Time: 0.046s,   43.29/s  (0.056s,   35.46/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 850/20000 (  4%)]  Loss: 1.91 (2.23)  Time: 0.046s,   43.07/s  (0.056s,   35.84/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 900/20000 (  5%)]  Loss: 2.04 (2.23)  Time: 0.046s,   43.30/s  (0.055s,   36.18/s)  LR: 1.000e-05  Data: 0.002 (0.004)
Train: 0 [ 950/20000 (  5%)]  Loss: 2.60 (2.23)  Time: 0.048s,   41.72/s  (0.055s,   36.48/s)  LR: 1.000e-05  Data: 0.002 (0.004)
